11/22/21,5665959.846,4705751.744,79.4154,,,,,,,,
11/21/21,5644007.072,4683241.722,79.0308,,,,,,,,
11/20/21,5581109.227,4621031.28,77.9677,,,,,,,,
11/19/21,5522417.952,4559767.198,76.9207,,,,,,,,
11/18/21,5477575.534,4514706.381,76.1507,,,,,,,,
11/17/21,5420670.17,4453950.043,75.1125,,,,,,,,
11/16/21,5355379.489,4393867.086,74.0857,,,,,,,,
11/15/21,5294117.205,4333585.663,73.0556,,,,,,,,
11/14/21,5229466.301,4272008.184,72.0033,,,,,,,,
11/13/21,5167602.629,4215100.189,71.0308,,,,,,,,
11/12/21,5109267.385,4158373.863,70.0614,,,,,,,,
11/11/21,5043319.833,4097903.448,69.0281,,,,,,,,
11/10/21,4979156.315,4041427.953,68.063,,,,,,,,
11/9/21,4927442.347,3996070.516,67.2879,,,,,,,,
11/8/21,4863664.4,3939560.161,66.3222,,,,,,,,
11/7/21,4795471.385,3881286.449,65.3263,,,,,,,,
11/6/21,4729401.877,3825270.763,64.3691,,,,,,,,
11/5/21,4675394.763,3769475.257,63.4156,,,,,,,,
11/4/21,4612119.671,3703195.115,62.283,,,,,,,,
11/3/21,4545798.211,3647545.889,61.332,,,,,,,,
11/2/21,4479093.381,3586817.394,60.2942,,,,,,,,
11/1/21,4416403.039,3534762.188,59.4047,,,,,,,,
10/31/21,4363391.305,3492987.38,58.6908,,,,,,,,
10/30/21,4310461.864,3442693.813,57.8313,,,,,,,,
10/29/21,4251222.953,3392801.006,56.9787,,,,,,,,
10/28/21,4191471.463,3343222.989,56.1315,,,,,,,,
10/27/21,4130326.515,3293763.367,55.2863,,,,,,,,
10/26/21,4075281.888,3245058.809,54.454,,,,,,,,
10/25/21,4015987.576,3192068.195,53.5485,,,,,,,,
10/24/21,3950391.109,3139023.716,52.642,,,,,,,,
10/23/21,3882080.282,3085983.33,51.7356,,,,,,,,
10/22/21,3809071.187,3033329.685,50.8358,,,,,,,,
10/21/21,3749519.978,2995666.376,50.1922,,,,,,,,
10/20/21,3682683.456,2951244.649,49.4331,,,,,,,,
10/19/21,3608122.421,2903592.062,48.6188,,,,,,,,
10/18/21,3542170.784,2857161.262,47.8253,,,,,,,,
10/17/21,3484040.761,2810356.577,47.0255,,,,,,,,
10/16/21,3435210.546,2769655.442,46.33,,,,,,,,
10/15/21,3387653.278,2730318.461,45.6577,,,,,,,,
10/14/21,3344081.719,2691786.726,44.9993,,,,,,,,
10/13/21,3298090.821,2652747.251,44.3321,,,,,,,,
10/12/21,3233568.085,2604229.441,43.503,,,,,,,,
10/11/21,3169662.825,2557211.343,42.6996,,,,,,,,
10/10/21,3117260.113,2515176.709,41.9812,,,,,,,,
10/9/21,3063263.062,2473596.592,41.2707,,,,,,,,
10/8/21,3010917.254,2430341.258,40.5315,,,,,,,,
10/7/21,2963723.506,2390594.995,39.8523,,,,,,,,
10/6/21,2920665.937,2355898.011,39.2594,,,,,,,,
10/5/21,2878285.785,2318830.993,38.6259,,,,,,,,
10/4/21,2831245.908,2280764.73,37.9754,,,,,,,,
10/3/21,2782280.696,2244454.804,37.3549,,,,,,,,
10/2/21,2733368.926,2209139.721,36.7514,,,,,,,,
10/1/21,2700491.767,2183468.023,36.3127,,,,,,,,
9/30/21,2654965.869,2147447.302,35.6972,,,,,,,,
9/29/21,2611131.411,2111547.482,35.0837,,,,,,,,
9/28/21,2569367.042,2080647.211,34.5557,,,,,,,,
9/27/21,2531565.95,2049621.787,34.0255,,,,,,,,
9/26/21,2490896.646,2019456.585,33.51,,,,,,,,
9/25/21,2451748.873,1987208.878,32.9589,,,,,,,,
9/24/21,2414654.353,1957812.128,32.4566,,,,,,,,
9/23/21,2381026.454,1926601.78,31.9232,,,,,,,,
9/22/21,2346049.239,1897494.099,31.4258,,,,,,,,
9/21/21,2313870.655,1868871.173,30.9367,,,,,,,,
9/20/21,2276836.402,1840485.032,30.4516,,,,,,,,
9/19/21,2246484.269,1813709.089,29.994,,,,,,,,
9/18/21,2213505.111,1791512.722,29.6147,,,,,,,,
9/17/21,2180695.977,1764705.203,29.1566,,,,,,,,
9/16/21,2148543.397,1737252.747,28.6875,,,,,,,,
9/15/21,2116779.676,1711461.289,28.2467,,,,,,,,
9/14/21,2082474.982,1685071.147,27.7958,,,,,,,,
9/13/21,2050668.399,1660805.589,27.3811,,,,,,,,
9/12/21,2025369.413,1636588.164,26.9673,,,,,,,,
9/11/21,1993859.63,1613002.238,26.5642,,,,,,,,
9/10/21,1965507.646,1589900.865,26.1694,,,,,,,,
9/9/21,1936291.287,1567102.036,25.7798,,,,,,,,
9/8/21,1906798.454,1543934.914,25.3839,,,,,,,,
9/7/21,1875077.09,1518459.172,24.9486,,,,,,,,
9/6/21,1850309.781,1496830.425,24.579,,,,,,,,
9/5/21,1822278.07,1476020.685,24.2234,,,,,,,,
9/4/21,1795288.161,1454701.045,23.859,,,,,,,,
9/3/21,1771637.657,1435763.416,23.5354,,,,,,,,
9/2/21,1745476.251,1415576.418,23.1904,,,,,,,,
9/1/21,1725830.908,1401059.127,22.9424,,,,,,,,
8/31/21,1699423.155,1380566.941,22.5922,,,,,,,,
8/30/21,1677602.948,1360562.813,22.2503,,,,,,,,
8/29/21,1655654.543,1340215.078,21.9026,,,,,,,,
8/28/21,1630913.266,1319938.596,21.5561,,,,,,,,
8/27/21,1607050.164,1298966.865,21.1977,,,,,,,,
8/26/21,1583563.396,1278015.685,20.8397,,,,,,,,
8/25/21,1556563.929,1256804.901,20.4772,,,,,,,,
8/24/21,1532309.856,1236501.789,20.1303,,,,,,,,
8/23/21,1507463.905,1216255.647,19.7843,,,,,,,,
8/22/21,1479350.944,1196202.986,19.4416,,,,,,,,
8/21/21,1454114.299,1176454.245,19.1041,,,,,,,,
8/20/21,1431703.292,1157415.647,18.7788,,,,,,,,
8/19/21,1409372.598,1138675.937,18.4586,,,,,,,,
8/18/21,1384252.312,1120677.376,18.151,,,,,,,,
8/17/21,1358908.306,1104006.838,17.8661,,,,,,,,
8/16/21,1338913.215,1086848.709,17.5729,,,,,,,,
8/15/21,1323782.65,1074399.474,17.3601,,,,,,,,
8/14/21,1303146.841,1056964.34,17.0622,,,,,,,,
8/13/21,1286987.568,1040096.869,16.774,,,,,,,,
8/12/21,1269916.729,1023130.465,16.484,,,,,,,,
8/11/21,1245222.838,1006267.074,16.1959,,,,,,,,
8/10/21,1228141.023,989466.1766,15.9087,,,,,,,,
8/9/21,1207401.055,972490.6619,15.6187,,,,,,,,
8/8/21,1189271.595,956046.1846,15.3376,,,,,,,,
8/7/21,1167665.893,938627.4217,15.04,,,,,,,,
8/6/21,1147756.522,922921.9493,14.7716,,,,,,,,
8/5/21,1127194.945,905562.713,14.4749,,,,,,,,
8/4/21,1106171.764,889063.1173,14.193,,,,,,,,
8/3/21,1087452.561,873338.401,13.9243,,,,,,,,
8/2/21,1066289.885,858390.0497,13.6688,,,,,,,,
8/1/21,1048951.484,847867.0274,13.489,,,,,,,,
7/31/21,1026870.036,833456.2988,13.2427,,,,,,,,
7/30/21,1011508.722,820119.4746,13.0148,,,,,,,,
7/29/21,992356.1125,806426.1397,12.7808,,,,,,,,
7/28/21,977312.6172,793182.2461,12.5545,,,,,,,,
7/27/21,961087.274,779955.0771,12.3285,,,,,,,,
7/26/21,943514.8349,766951.3219,12.1062,,,,,,,,
7/25/21,929367.8258,754441.5879,11.8925,,,,,,,,
7/24/21,916647.0744,745247.4695,11.7354,,,,,,,,
7/23/21,902811.2064,733102.2244,11.5278,,,,,,,,
7/22/21,887391.7929,720836.62,11.3182,,,,,,,,
7/21/21,870863.7025,708123.5933,11.1009,,,,,,,,
7/20/21,855724.4817,695909.8941,10.8922,,,,,,,,
7/19/21,840668.9401,683089.4557,10.6731,,,,,,,,
7/18/21,826368.9438,670826.3177,10.4636,,,,,,,,
7/17/21,812042.5518,659341.9716,10.2673,,,,,,,,
7/16/21,795775.1369,647292.0293,10.0614,,,,,,,,
7/15/21,780443.4018,636343.5993,9.8743,,,,,,,,
7/14/21,768690.1554,628484.1639,9.74,,,,,,,,
7/13/21,753907.5368,615431.7355,9.517,,,,,,,,
7/12/21,739139.056,604288.1999,9.3265,,,,,,,,
7/11/21,724734.1935,593666.2819,9.145,,,,,,,,
7/10/21,712845.2945,583548.6044,8.9721,,,,,,,,
7/9/21,700088.7703,573519.0029,8.8007,,,,,,,,
7/8/21,686762.0604,563465.2914,8.6289,,,,,,,,
7/7/21,674330.1557,553473.3997,8.4582,,,,,,,,
7/6/21,663084.1699,543801.5089,8.2929,,,,,,,,
7/5/21,653186.8105,534047.7143,8.1262,,,,,,,,
7/4/21,640460.0188,523796.813,7.951,,,,,,,,
7/3/21,627927.417,513188.0527,7.7697,,,,,,,,
7/2/21,618723.9939,506311.3077,7.6522,,,,,,,,
7/1/21,606213.3148,496802.1801,7.4897,,,,,,,,
6/30/21,593888.1451,486750.6583,7.318,,,,,,,,
6/29/21,581784.2993,477390.6482,7.158,,,,,,,,
6/28/21,569249.3167,467655.6194,6.9917,,,,,,,,
6/27/21,558818.9702,458627.6012,6.8374,,,,,,,,
6/26/21,547054.1609,449721.0471,6.6852,,,,,,,,
6/25/21,537423.2811,441259.724,6.5406,,,,,,,,
6/24/21,527105.1648,432831.8581,6.3966,,,,,,,,
6/23/21,515560.5622,423861.774,6.2433,,,,,,,,
6/22/21,504512.1296,414549.2855,6.0841,,,,,,,,
6/21/21,497869.4849,408227.2559,5.9761,,,,,,,,
6/20/21,487765.7843,399437.0263,5.8259,,,,,,,,
6/19/21,478149.4543,390645.3836,5.6756,,,,,,,,
6/18/21,469678.1351,384668.5263,5.5735,,,,,,,,
6/17/21,458518.1847,375126.9953,5.4105,,,,,,,,
6/16/21,450486.4435,369176.4443,5.3088,,,,,,,,
6/15/21,442760.3222,361501.3456,5.1776,,,,,,,,
6/14/21,431234.6473,353746.2694,5.0451,,,,,,,,
6/13/21,423351.7951,346920.7745,4.9284,,,,,,,,
6/12/21,414105.7006,340722.935,4.8225,,,,,,,,
6/11/21,407385.086,334758.0454,4.7206,,,,,,,,
6/10/21,400924.859,328529.1919,4.6142,,,,,,,,
6/9/21,392540.4226,321442.578,4.4931,,,,,,,,
6/8/21,390928.4906,315273.4301,4.3876,,,,,,,,
6/7/21,389524.9572,309188.2996,4.2836,,,,,,,,
6/6/21,388111.7026,303272.8888,4.1826,,,,,,,,
6/5/21,386131.1041,297512.8589,4.0841,,,,,,,,
6/4/21,384204.8719,293222.5003,4.0108,,,,,,,,
6/3/21,383946.8078,287929.6978,3.9204,,,,,,,,
6/2/21,381335.0138,282330.0552,3.8247,,,,,,,,
6/1/21,378249.615,277370.3575,3.7399,,,,,,,,
5/31/21,407031.2747,272308.0727,3.6534,,,,,,,,
5/30/21,374855.1628,267574.1951,3.5725,,,,,,,,
5/29/21,363203.9296,263085.5053,3.4958,,,,,,,,
5/28/21,4186903.368,258648.6551,3.42,,,,,,,,
5/27/21,4156836.711,253695.0211,3.3353,,,,,,,,
5/26/21,4152251.811,249211.233,3.2587,,,,,,,,
5/25/21,4048385.97,244884.405,3.1848,,,,,,,,
5/24/21,4047173.245,240737.1236,3.1139,,,,,,,,
5/23/21,4042803.551,236231.0465,3.0369,,,,,,,,
5/22/21,4042544.184,230875.2264,2.9454,,,,,,,,
5/21/21,4039359.141,227946.2094,2.8953,,,,,,,,
5/20/21,4034977.186,225181.4369,2.8481,,,,,,,,
5/19/21,4029240.521,219981.5542,2.7592,,,,,,,,
5/18/21,4029104.628,217208.3069,2.7118,,,,,,,,
5/17/21,3993583.842,213206.3373,2.6434,,,,,,,,
5/16/21,3989632.168,208013.6522,2.5547,,,,,,,,
5/15/21,3967072.412,204906.8702,2.5016,,,,,,,,
5/14/21,3966811.825,201232.6287,2.4388,,,,,,,,
5/13/21,3966772.062,196441.8144,2.3569,,,,,,,,
5/12/21,3930231.365,192808.698,2.2949,,,,,,,,
5/11/21,3815659.337,190265.3181,2.2514,,,,,,,,
5/10/21,3815538.389,186600.351,2.1888,,,,,,,,
5/9/21,3726348.865,183118.0439,2.1293,,,,,,,,
5/8/21,3715792.814,179610.3449,2.0693,,,,,,,,
5/7/21,3653572.439,176147.3129,2.0101,,,,,,,,
5/6/21,3526100.918,172719.2381,1.9516,,,,,,,,
5/5/21,3298795.171,170223.4829,1.9089,,,,,,,,
5/4/21,3268620.902,166983.9451,1.8535,,,,,,,,
5/3/21,3241716.097,163672.9722,1.797,,,,,,,,
5/2/21,3215686.486,160040.9247,1.7349,,,,,,,,
5/1/21,3102520.869,153892.4795,1.6298,,,,,,,,
4/30/21,2969549.68,151388.6446,1.587,,,,,,,,
4/29/21,2956434.117,147500.7838,1.5206,,,,,,,,
4/28/21,2800222.802,142546.4157,1.4359,,,,,,,,
4/27/21,2723345.447,138414.5067,1.3653,,,,,,,,
4/26/21,2702095.012,134632.3016,1.3007,,,,,,,,
4/25/21,2402011.162,130925.9183,1.2374,,,,,,,,
4/24/21,2032382.779,127240.9156,1.1744,,,,,,,,
4/23/21,1560097.37,123088.3511,1.1034,,,,,,,,
4/22/21,1298598.529,119846.4266,1.048,,,,,,,,
4/21/21,1006942.707,116185.1011,0.9855,,,,,,,,
4/20/21,538307.596,112909.9561,0.9295,,,,,,,,
4/19/21,520680.1192,109993.9856,0.8797,,,,,,,,
4/18/21,481449.541,106522.6674,0.8203,,,,,,,,
4/17/21,467161.6321,103850.2809,0.7747,,,,,,,,
4/16/21,452518.5318,100356.4992,0.715,,,,,,,,
